,dataset,fold,metrics,name,primary_metric,L2,MSE,MAE,Spearman,Pearson,cell_line
4,expression/pert_prediction_essential_regression_all,Jurkat.1,"{'primary_metric': 'L2', 'L2': 6.684757574207939, 'MSE': 0.007819511905340531, 'MAE': 0.06043370210982017, 'Spearman': 0.2044193121283124, 'Pearson': 0.24992656224436957}",knn_baseline_AIDO.Cell_100M_positional_(D=640),L2,6.684757574207939,0.007819511905340531,0.06043370210982017,0.2044193121283124,0.24992656224436957,Jurkat
4,expression/pert_prediction_essential_regression_all,Jurkat.2,"{'primary_metric': 'L2', 'L2': 6.669229846814269, 'MSE': 0.007999995610175779, 'MAE': 0.06027397825327527, 'Spearman': 0.20694126544673255, 'Pearson': 0.25263117764335574}",knn_baseline_AIDO.Cell_100M_positional_(D=640),L2,6.669229846814269,0.007999995610175779,0.06027397825327527,0.20694126544673255,0.25263117764335574,Jurkat
4,expression/pert_prediction_essential_regression_all,hTERT-RPE1.0,"{'primary_metric': 'L2', 'L2': 7.588688917262552, 'MSE': 0.009521653916376016, 'MAE': 0.06455875521669588, 'Spearman': 0.364556671585234, 'Pearson': 0.4579357357142968}",knn_baseline_AIDO.Cell_100M_positional_(D=640),L2,7.588688917262552,0.009521653916376016,0.06455875521669588,0.364556671585234,0.4579357357142968,hTERT-RPE1
4,expression/pert_prediction_essential_regression_all,hTERT-RPE1.2,"{'primary_metric': 'L2', 'L2': 7.879001215008688, 'MSE': 0.010586755632880855, 'MAE': 0.06752571869569604, 'Spearman': 0.38640989240746537, 'Pearson': 0.48538103008764544}",knn_baseline_AIDO.Cell_100M_positional_(D=640),L2,7.879001215008688,0.010586755632880855,0.06752571869569604,0.38640989240746537,0.48538103008764544,hTERT-RPE1
4,expression/pert_prediction_essential_regression_all,Hep-G2.2,"{'primary_metric': 'L2', 'L2': 7.202404183009684, 'MSE': 0.008922753725140795, 'MAE': 0.06413123779089058, 'Spearman': 0.2520854564438157, 'Pearson': 0.3153724140607786}",knn_baseline_AIDO.Cell_100M_positional_(D=640),L2,7.202404183009684,0.008922753725140795,0.06413123779089058,0.2520854564438157,0.3153724140607786,Hep-G2
4,expression/pert_prediction_essential_regression_all,Hep-G2.3,"{'primary_metric': 'L2', 'L2': 6.942613644801248, 'MSE': 0.008064862866425623, 'MAE': 0.06182282132172053, 'Spearman': 0.23473018589464686, 'Pearson': 0.29386172878408784}",knn_baseline_AIDO.Cell_100M_positional_(D=640),L2,6.942613644801248,0.008064862866425623,0.06182282132172053,0.23473018589464686,0.29386172878408784,Hep-G2
4,expression/pert_prediction_essential_regression_all,hTERT-RPE1.1,"{'primary_metric': 'L2', 'L2': 7.7970975094585, 'MSE': 0.01021801565088112, 'MAE': 0.06665744471338929, 'Spearman': 0.3934189361347375, 'Pearson': 0.4934810024070691}",knn_baseline_AIDO.Cell_100M_positional_(D=640),L2,7.7970975094585,0.01021801565088112,0.06665744471338929,0.3934189361347375,0.4934810024070691,hTERT-RPE1
4,expression/pert_prediction_essential_regression_all,hTERT-RPE1.3,"{'primary_metric': 'L2', 'L2': 7.630578026558425, 'MSE': 0.009680661452029825, 'MAE': 0.06500820383019729, 'Spearman': 0.3869253181506741, 'Pearson': 0.483674346519196}",knn_baseline_AIDO.Cell_100M_positional_(D=640),L2,7.630578026558425,0.009680661452029825,0.06500820383019729,0.3869253181506741,0.483674346519196,hTERT-RPE1
4,expression/pert_prediction_essential_regression_all,Hep-G2.0,"{'primary_metric': 'L2', 'L2': 7.147657154090925, 'MSE': 0.00865699246060801, 'MAE': 0.06400520189812037, 'Spearman': 0.22218599894397054, 'Pearson': 0.27608930779969415}",knn_baseline_AIDO.Cell_100M_positional_(D=640),L2,7.147657154090925,0.00865699246060801,0.06400520189812037,0.22218599894397054,0.27608930779969415,Hep-G2
4,expression/pert_prediction_essential_regression_all,Hep-G2.1,"{'primary_metric': 'L2', 'L2': 7.164848219210475, 'MSE': 0.008669387372761642, 'MAE': 0.06382396075102931, 'Spearman': 0.24131923997577556, 'Pearson': 0.30202607536845766}",knn_baseline_AIDO.Cell_100M_positional_(D=640),L2,7.164848219210475,0.008669387372761642,0.06382396075102931,0.24131923997577556,0.30202607536845766,Hep-G2
4,expression/pert_prediction_essential_regression_all,hTERT-RPE1.4,"{'primary_metric': 'L2', 'L2': 7.566083898229672, 'MSE': 0.009534699523314316, 'MAE': 0.06408130305273067, 'Spearman': 0.3749615827546196, 'Pearson': 0.47054981000610263}",knn_baseline_AIDO.Cell_100M_positional_(D=640),L2,7.566083898229672,0.009534699523314316,0.06408130305273067,0.3749615827546196,0.47054981000610263,hTERT-RPE1
4,expression/pert_prediction_essential_regression_all,Hep-G2.4,"{'primary_metric': 'L2', 'L2': 6.98574102654043, 'MSE': 0.008296055855804747, 'MAE': 0.062067063729467215, 'Spearman': 0.24069852379197545, 'Pearson': 0.2998568765919397}",knn_baseline_AIDO.Cell_100M_positional_(D=640),L2,6.98574102654043,0.008296055855804747,0.062067063729467215,0.24069852379197545,0.2998568765919397,Hep-G2
5,expression/pert_prediction_essential_regression_all,K-562.2,"{'primary_metric': 'L2', 'L2': 4.976645691125154, 'MSE': 0.0042890672993060605, 'MAE': 0.044471559095213775, 'Spearman': 0.19433542250599656, 'Pearson': 0.23389754052430684}",knn_baseline_AIDO.Cell_10M_positional_(D=256),L2,4.976645691125154,0.0042890672993060605,0.044471559095213775,0.19433542250599656,0.23389754052430684,K-562
5,expression/pert_prediction_essential_regression_all,K-562.3,"{'primary_metric': 'L2', 'L2': 5.027884580570953, 'MSE': 0.004463851822136057, 'MAE': 0.04484494153123552, 'Spearman': 0.17957757462639234, 'Pearson': 0.21634610988379907}",knn_baseline_AIDO.Cell_10M_positional_(D=256),L2,5.027884580570953,0.004463851822136057,0.04484494153123552,0.17957757462639234,0.21634610988379907,K-562
5,expression/pert_prediction_essential_regression_all,K-562.0,"{'primary_metric': 'L2', 'L2': 4.947967802834372, 'MSE': 0.004290679187701614, 'MAE': 0.04432833592758706, 'Spearman': 0.16717466866862626, 'Pearson': 0.20120452466517613}",knn_baseline_AIDO.Cell_10M_positional_(D=256),L2,4.947967802834372,0.004290679187701614,0.04432833592758706,0.16717466866862626,0.20120452466517613,K-562
